review_id,event_id,reviewer,verdict,notes,review_version,reviewed_at,detector_correct,liquidity_level_clear,sweep_clear,confirmation_clear,reviewer_score,reviewer_comment,source,level_type,detector_pass,is_confirmed,confirmation_delay_bars,confirmation_type,confirmation_strength
R2-LVL-032091,LVL-032091,agent_5,incorrect,round2 source=level_sweep; level_type=prev_day; primary_outcome=sl; exit=stop; wick_ratio=0.7473903966596982; penetration_atr=1.4874371859297084; reclaim_atr=0.9045226130654435; level_id=prev_day_high_54142; bars_held=10.0; net_result_r=-1.0; level-sweep row (confirmation check n/a by design); review=new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,2,2026-09-02T13:31:07+00:00,no,no,no,n/a,77,new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,level_sweep,prev_day,False,False,,,
R2-LVL-033114,LVL-033114,agent_5,ambiguous,round2 source=level_sweep; level_type=prev_day; primary_outcome=sl; exit=stop; wick_ratio=0.46611341632086895; penetration_atr=0.12310151878498515; reclaim_atr=0.8197442046362309; level_id=prev_day_high_55714; bars_held=4.0; net_result_r=-1.0; level-sweep row (confirmation check n/a by design); review=between clean and marginal thresholds; human review required,2,2026-09-02T13:31:07+00:00,maybe,maybe,maybe,n/a,33,between clean and marginal thresholds; human review required,level_sweep,prev_day,True,False,,,
R2-LVL-034062,LVL-034062,agent_5,ambiguous,round2 source=level_sweep; level_type=swing; primary_outcome=sl; exit=stop; wick_ratio=0.9591503267973879; penetration_atr=0.12289942312512375; reclaim_atr=2.026084775520577; level_id=swing_low_57521; bars_held=9.0; net_result_r=-1.0; level-sweep row (confirmation check n/a by design); review=between clean and marginal thresholds; human review required,2,2026-09-02T13:31:07+00:00,maybe,maybe,maybe,n/a,58,between clean and marginal thresholds; human review required,level_sweep,swing,True,False,,,
R2-LVL-036390,LVL-036390,agent_5,incorrect,round2 source=level_sweep; level_type=swing; primary_outcome=tp; exit=target; wick_ratio=0.22807017543859928; penetration_atr=0.07158351409986548; reclaim_atr=0.06941431670275638; level_id=swing_low_61260; bars_held=1.0; net_result_r=2.0; level-sweep row (confirmation check n/a by design); review=new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,2,2026-09-02T13:31:07+00:00,no,no,no,n/a,17,new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,level_sweep,swing,False,False,,,
R2-LVL-038793,LVL-038793,agent_5,incorrect,round2 source=level_sweep; level_type=equal; primary_outcome=tp; exit=target; wick_ratio=0.22466960352422688; penetration_atr=0.8082666666665127; reclaim_atr=-0.4274666666665057; level_id=equal_high_65399; bars_held=1.0; net_result_r=2.0; level-sweep row (confirmation check n/a by design); review=new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,2,2026-09-02T13:31:07+00:00,no,no,no,n/a,51,new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,level_sweep,equal,False,False,,,
R2-LVL-038809,LVL-038809,agent_5,incorrect,round2 source=level_sweep; level_type=swing; primary_outcome=sl; exit=stop; wick_ratio=0.04439252336449666; penetration_atr=0.24859813084107388; reclaim_atr=-0.1988785046728353; level_id=swing_low_65313; bars_held=1.0; net_result_r=-1.0; level-sweep row (confirmation check n/a by design); review=new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,2,2026-09-02T13:31:07+00:00,no,no,no,n/a,22,new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,level_sweep,swing,False,False,,,
R2-LVL-040175,LVL-040175,agent_5,ambiguous,round2 source=level_sweep; level_type=swing; primary_outcome=sl; exit=stop; wick_ratio=0.7390243902439676; penetration_atr=0.10355362598489463; reclaim_atr=0.5785496060460329; level_id=swing_high_67749; bars_held=3.0; net_result_r=-1.0; level-sweep row (confirmation check n/a by design); review=between clean and marginal thresholds; human review required,2,2026-09-02T13:31:07+00:00,maybe,maybe,maybe,n/a,45,between clean and marginal thresholds; human review required,level_sweep,swing,True,False,,,
R2-LVL-040702,LVL-040702,agent_5,ambiguous,round2 source=level_sweep; level_type=prev_day; primary_outcome=ambiguous; exit=ambiguous; wick_ratio=0.0; penetration_atr=2.3905644877361976; reclaim_atr=-2.3905644877361976; level_id=prev_day_low_68712; bars_held=1.0; net_result_r=nan; level-sweep row (confirmation check n/a by design); review=TP and SL inside the same candle: intrabar order unknown; human review required,2,2026-09-02T13:31:07+00:00,maybe,maybe,maybe,n/a,40,TP and SL inside the same candle: intrabar order unknown; human review required,level_sweep,prev_day,False,False,,,
R2-LVL-041518,LVL-041518,agent_5,incorrect,round2 source=level_sweep; level_type=prev_day; primary_outcome=sl; exit=stop; wick_ratio=0.017535070140298755; penetration_atr=1.0313268470010042; reclaim_atr=-0.9789372393884193; level_id=prev_day_high_69724; bars_held=1.0; net_result_r=-1.0; level-sweep row (confirmation check n/a by design); review=new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,2,2026-09-02T13:31:07+00:00,no,no,no,n/a,41,new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,level_sweep,prev_day,False,False,,,
R2-LVL-041873,LVL-041873,agent_5,incorrect,round2 source=level_sweep; level_type=equal; primary_outcome=sl; exit=stop; wick_ratio=0.06412337662337282; penetration_atr=0.6053759252045022; reclaim_atr=-0.5335670692117777; level_id=equal_high_70635; bars_held=1.0; net_result_r=-1.0; level-sweep row (confirmation check n/a by design); review=new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,2,2026-09-02T13:31:07+00:00,no,no,no,n/a,43,new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,level_sweep,equal,False,False,,,
R2-LVL-042164,LVL-042164,agent_5,ambiguous,round2 source=level_sweep; level_type=prev_day; primary_outcome=tp; exit=target; wick_ratio=0.4638715432649243; penetration_atr=0.38927599708010785; reclaim_atr=0.09383502554911975; level_id=prev_day_low_71089; bars_held=13.0; net_result_r=2.0; level-sweep row (confirmation check n/a by design); review=between clean and marginal thresholds; human review required,2,2026-09-02T13:31:07+00:00,maybe,maybe,maybe,n/a,54,between clean and marginal thresholds; human review required,level_sweep,prev_day,True,False,,,
R2-LVL-042218,LVL-042218,agent_5,incorrect,round2 source=level_sweep; level_type=prev_day; primary_outcome=sl; exit=stop; wick_ratio=0.6047156726768523; penetration_atr=0.5826170009550616; reclaim_atr=0.7602674307545454; level_id=prev_day_low_70905; bars_held=4.0; net_result_r=-1.0; level-sweep row (confirmation check n/a by design); review=new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,2,2026-09-02T13:31:07+00:00,no,no,no,n/a,70,new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,level_sweep,prev_day,False,False,,,
R2-LVL-042396,LVL-042396,agent_5,incorrect,round2 source=level_sweep; level_type=equal; primary_outcome=tp; exit=target; wick_ratio=0.11177581863979073; penetration_atr=4.077435265104772; reclaim_atr=-3.4646115906288664; level_id=equal_low_71550; bars_held=2.0; net_result_r=2.0; level-sweep row (confirmation check n/a by design); review=new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,2,2026-09-02T13:31:07+00:00,no,no,no,n/a,46,new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,level_sweep,equal,False,False,,,
R2-LVL-042575,LVL-042575,agent_5,incorrect,round2 source=level_sweep; level_type=equal; primary_outcome=sl; exit=stop; wick_ratio=0.6214405360133799; penetration_atr=0.9100748262961519; reclaim_atr=-0.21606092998400545; level_id=equal_high_71838; bars_held=1.0; net_result_r=-1.0; level-sweep row (confirmation check n/a by design); review=new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,2,2026-09-02T13:31:07+00:00,no,no,no,n/a,71,new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,level_sweep,equal,False,False,,,
R2-LVL-042770,LVL-042770,agent_5,incorrect,round2 source=level_sweep; level_type=swing; primary_outcome=sl; exit=stop; wick_ratio=0.5734597156397994; penetration_atr=1.023380811609804; reclaim_atr=0.11475409836059543; level_id=swing_low_72234; bars_held=4.0; net_result_r=-1.0; level-sweep row (confirmation check n/a by design); review=new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,2,2026-09-02T13:31:07+00:00,no,no,no,n/a,69,new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,level_sweep,swing,False,False,,,
R2-LVL-043951,LVL-043951,agent_5,incorrect,round2 source=level_sweep; level_type=equal; primary_outcome=sl; exit=stop; wick_ratio=0.0040595399188360975; penetration_atr=0.16338243734458985; reclaim_atr=-0.15534723550791876; level_id=equal_low_74156; bars_held=1.0; net_result_r=-1.0; level-sweep row (confirmation check n/a by design); review=new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,2,2026-09-02T13:31:07+00:00,no,no,no,n/a,13,new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,level_sweep,equal,False,False,,,
R2-LVL-044381,LVL-044381,agent_5,incorrect,round2 source=level_sweep; level_type=swing; primary_outcome=tp; exit=target; wick_ratio=0.07455268389662069; penetration_atr=1.5075358634465013; reclaim_atr=-1.3168694388959268; level_id=swing_high_74833; bars_held=1.0; net_result_r=2.0; level-sweep row (confirmation check n/a by design); review=new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,2,2026-09-02T13:31:07+00:00,no,no,no,n/a,44,new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,level_sweep,swing,False,False,,,
R2-LVL-044653,LVL-044653,agent_5,incorrect,round2 source=level_sweep; level_type=prev_day; primary_outcome=sl; exit=stop; wick_ratio=0.18343195266270013; penetration_atr=0.937728937728856; reclaim_atr=-0.7106227106226704; level_id=prev_day_low_75327; bars_held=2.0; net_result_r=-1.0; level-sweep row (confirmation check n/a by design); review=new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,2,2026-09-02T13:31:07+00:00,no,no,no,n/a,49,new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,level_sweep,prev_day,False,False,,,
R2-LVL-044665,LVL-044665,agent_5,incorrect,round2 source=level_sweep; level_type=prev_day; primary_outcome=sl; exit=stop; wick_ratio=0.3797468354430078; penetration_atr=0.40229885057475945; reclaim_atr=0.142751205042569; level_id=prev_day_low_75235; bars_held=2.0; net_result_r=-1.0; level-sweep row (confirmation check n/a by design); review=marginal pattern: tiny wick/penetration candidate for spread noise,2,2026-09-02T13:31:07+00:00,no,no,no,n/a,51,marginal pattern: tiny wick/penetration candidate for spread noise,level_sweep,prev_day,True,False,,,
R2-LVL-044935,LVL-044935,agent_5,incorrect,round2 source=level_sweep; level_type=swing; primary_outcome=sl; exit=stop; wick_ratio=0.2564102564102803; penetration_atr=0.1397745571658361; reclaim_atr=0.08566827697264891; level_id=swing_low_75856; bars_held=2.0; net_result_r=-1.0; level-sweep row (confirmation check n/a by design); review=new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,2,2026-09-02T13:31:07+00:00,no,no,no,n/a,24,new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,level_sweep,swing,False,False,,,
R2-LVL-045826,LVL-045826,agent_5,incorrect,round2 source=level_sweep; level_type=equal; primary_outcome=sl; exit=stop; wick_ratio=0.2572533849129417; penetration_atr=0.37196566015385835; reclaim_atr=-0.09635879218466069; level_id=equal_low_77328; bars_held=1.0; net_result_r=-1.0; level-sweep row (confirmation check n/a by design); review=new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,2,2026-09-02T13:31:07+00:00,no,no,no,n/a,43,new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,level_sweep,equal,False,False,,,
R2-LVL-045895,LVL-045895,agent_5,ambiguous,round2 source=level_sweep; level_type=swing; primary_outcome=sl; exit=stop; wick_ratio=0.447124304267145; penetration_atr=0.11772800244628728; reclaim_atr=0.14020334836785697; level_id=swing_high_77491; bars_held=3.0; net_result_r=-1.0; level-sweep row (confirmation check n/a by design); review=between clean and marginal thresholds; human review required,2,2026-09-02T13:31:07+00:00,maybe,maybe,maybe,n/a,32,between clean and marginal thresholds; human review required,level_sweep,swing,True,False,,,
R2-LVL-046456,LVL-046456,agent_5,incorrect,round2 source=level_sweep; level_type=prev_day; primary_outcome=sl; exit=stop; wick_ratio=0.4278195488721933; penetration_atr=1.011206328279508; reclaim_atr=-0.26104152933421454; level_id=prev_day_high_78260; bars_held=9.0; net_result_r=-1.0; level-sweep row (confirmation check n/a by design); review=new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,2,2026-09-02T13:31:07+00:00,no,no,no,n/a,61,new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,level_sweep,prev_day,False,False,,,
R2-LVL-046751,LVL-046751,agent_5,ambiguous,round2 source=level_sweep; level_type=equal; primary_outcome=ambiguous; exit=ambiguous; wick_ratio=0.1783439490446155; penetration_atr=0.639639639639674; reclaim_atr=-0.4378378378378367; level_id=equal_high_79055; bars_held=1.0; net_result_r=nan; level-sweep row (confirmation check n/a by design); review=TP and SL inside the same candle: intrabar order unknown; human review required,2,2026-09-02T13:31:07+00:00,maybe,maybe,maybe,n/a,49,TP and SL inside the same candle: intrabar order unknown; human review required,level_sweep,equal,False,False,,,
R2-LVL-048721,LVL-048721,agent_5,incorrect,round2 source=level_sweep; level_type=prev_day; primary_outcome=sl; exit=stop; wick_ratio=0.31183673469392803; penetration_atr=3.279279279279405; reclaim_atr=-1.9409409409408822; level_id=prev_day_high_82485; bars_held=2.0; net_result_r=-1.0; level-sweep row (confirmation check n/a by design); review=new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,2,2026-09-02T13:31:07+00:00,no,no,no,n/a,56,new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,level_sweep,prev_day,False,False,,,
R2-LVL-049002,LVL-049002,agent_5,incorrect,round2 source=level_sweep; level_type=prev_day; primary_outcome=sl; exit=stop; wick_ratio=0.6626916524701528; penetration_atr=0.09274700171344126; reclaim_atr=0.5292975442603456; level_id=prev_day_high_83120; bars_held=2.0; net_result_r=-1.0; level-sweep row (confirmation check n/a by design); review=marginal pattern: tiny wick/penetration candidate for spread noise,2,2026-09-02T13:31:07+00:00,no,no,no,n/a,41,marginal pattern: tiny wick/penetration candidate for spread noise,level_sweep,prev_day,True,False,,,
R2-LVL-049380,LVL-049380,agent_5,incorrect,round2 source=level_sweep; level_type=swing; primary_outcome=sl; exit=stop; wick_ratio=0.44633507853399323; penetration_atr=0.8401888064734505; reclaim_atr=-0.03540121375602862; level_id=swing_low_83869; bars_held=3.0; net_result_r=-1.0; level-sweep row (confirmation check n/a by design); review=new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,2,2026-09-02T13:31:07+00:00,no,no,no,n/a,62,new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,level_sweep,swing,False,False,,,
R2-LVL-051204,LVL-051204,agent_5,ambiguous,round2 source=level_sweep; level_type=equal; primary_outcome=sl; exit=stop; wick_ratio=0.4894472361809103; penetration_atr=0.15011575484341907; reclaim_atr=1.3703748832297837; level_id=equal_low_86901; bars_held=5.0; net_result_r=-1.0; level-sweep row (confirmation check n/a by design); review=between clean and marginal thresholds; human review required,2,2026-09-02T13:31:07+00:00,maybe,maybe,maybe,n/a,36,between clean and marginal thresholds; human review required,level_sweep,equal,True,False,,,
R2-LVL-051498,LVL-051498,agent_5,incorrect,round2 source=level_sweep; level_type=swing; primary_outcome=sl; exit=stop; wick_ratio=0.4937712344281052; penetration_atr=0.09161284803904438; reclaim_atr=0.16945383003292677; level_id=swing_high_87469; bars_held=1.0; net_result_r=-1.0; level-sweep row (confirmation check n/a by design); review=marginal pattern: tiny wick/penetration candidate for spread noise,2,2026-09-02T13:31:07+00:00,no,no,no,n/a,32,marginal pattern: tiny wick/penetration candidate for spread noise,level_sweep,swing,True,False,,,
R2-LVL-051824,LVL-051824,agent_5,incorrect,round2 source=level_sweep; level_type=equal; primary_outcome=tp; exit=target; wick_ratio=0.2576617480136204; penetration_atr=0.9449108574663134; reclaim_atr=-0.6451278181304009; level_id=equal_high_88009; bars_held=3.0; net_result_r=2.0; level-sweep row (confirmation check n/a by design); review=new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,2,2026-09-02T13:31:07+00:00,no,no,no,n/a,53,new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,level_sweep,equal,False,False,,,
R2-LVL-051848,LVL-051848,agent_5,incorrect,round2 source=level_sweep; level_type=equal; primary_outcome=sl; exit=stop; wick_ratio=0.24775876120620055; penetration_atr=0.3199274540920414; reclaim_atr=-0.12695533892541416; level_id=equal_low_88006; bars_held=1.0; net_result_r=-1.0; level-sweep row (confirmation check n/a by design); review=new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,2,2026-09-02T13:31:07+00:00,no,no,no,n/a,38,new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,level_sweep,equal,False,False,,,
R2-LVL-052414,LVL-052414,agent_5,correct,round2 source=level_sweep; level_type=prev_day; primary_outcome=tp; exit=target; wick_ratio=0.5230303030303096; penetration_atr=0.35326650535777093; reclaim_atr=0.7137919115105761; level_id=prev_day_low_89118; bars_held=6.0; net_result_r=2.0; level-sweep row (confirmation check n/a by design); review=textbook sweep: clean directional wick with clear penetration,2,2026-09-02T13:31:07+00:00,yes,yes,yes,n/a,54,textbook sweep: clean directional wick with clear penetration,level_sweep,prev_day,True,False,,,
R2-LVL-052614,LVL-052614,agent_5,incorrect,round2 source=level_sweep; level_type=equal; primary_outcome=tp; exit=target; wick_ratio=0.28853754940712495; penetration_atr=0.4948229579445782; reclaim_atr=0.6827304103284427; level_id=equal_low_89347; bars_held=9.0; net_result_r=2.0; level-sweep row (confirmation check n/a by design); review=new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,2,2026-09-02T13:31:07+00:00,no,no,no,n/a,54,new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,level_sweep,equal,False,False,,,
R2-LVL-053630,LVL-053630,agent_5,ambiguous,round2 source=level_sweep; level_type=prev_day; primary_outcome=tp; exit=target; wick_ratio=0.4047306176084534; penetration_atr=0.17011875172612348; reclaim_atr=0.6237687563288459; level_id=prev_day_high_91006; bars_held=1.0; net_result_r=2.0; level-sweep row (confirmation check n/a by design); review=between clean and marginal thresholds; human review required,2,2026-09-02T13:31:07+00:00,maybe,maybe,maybe,n/a,34,between clean and marginal thresholds; human review required,level_sweep,prev_day,True,False,,,
R2-LVL-054051,LVL-054051,agent_5,incorrect,round2 source=level_sweep; level_type=equal; primary_outcome=tp; exit=target; wick_ratio=0.16734693877544252; penetration_atr=0.4931002759888457; reclaim_atr=-0.26678932842682895; level_id=equal_high_91919; bars_held=1.0; net_result_r=2.0; level-sweep row (confirmation check n/a by design); review=new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,2,2026-09-02T13:31:07+00:00,no,no,no,n/a,48,new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,level_sweep,equal,False,False,,,
R2-LVL-054372,LVL-054372,agent_5,ambiguous,round2 source=level_sweep; level_type=swing; primary_outcome=ambiguous; exit=ambiguous; wick_ratio=0.1176470588235091; penetration_atr=0.2599542334096277; reclaim_atr=-0.14645308924488648; level_id=swing_high_92350; bars_held=1.0; net_result_r=nan; level-sweep row (confirmation check n/a by design); review=TP and SL inside the same candle: intrabar order unknown; human review required,2,2026-09-02T13:31:07+00:00,maybe,maybe,maybe,n/a,27,TP and SL inside the same candle: intrabar order unknown; human review required,level_sweep,swing,False,False,,,
R2-LVL-054584,LVL-054584,agent_5,incorrect,round2 source=level_sweep; level_type=swing; primary_outcome=sl; exit=stop; wick_ratio=0.48355263157891726; penetration_atr=0.8383742911153022; reclaim_atr=-0.14366729678643078; level_id=swing_high_92765; bars_held=1.0; net_result_r=-1.0; level-sweep row (confirmation check n/a by design); review=new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,2,2026-09-02T13:31:07+00:00,no,no,no,n/a,64,new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,level_sweep,swing,False,False,,,
R2-LVL-055333,LVL-055333,agent_5,incorrect,round2 source=level_sweep; level_type=swing; primary_outcome=tp; exit=target; wick_ratio=0.12702702702702015; penetration_atr=0.06752206752203711; reclaim_atr=1.3466193466193501; level_id=swing_high_94278; bars_held=14.0; net_result_r=2.0; level-sweep row (confirmation check n/a by design); review=new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,2,2026-09-02T13:31:07+00:00,no,no,no,n/a,12,new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,level_sweep,swing,False,False,,,
R2-LVL-058011,LVL-058011,agent_5,ambiguous,round2 source=level_sweep; level_type=prev_day; primary_outcome=ambiguous; exit=ambiguous; wick_ratio=0.08432835820896566; penetration_atr=0.15858378870672105; reclaim_atr=-0.06853369763203172; level_id=prev_day_low_98643; bars_held=1.0; net_result_r=nan; level-sweep row (confirmation check n/a by design); review=TP and SL inside the same candle: intrabar order unknown; human review required,2,2026-09-02T13:31:07+00:00,maybe,maybe,maybe,n/a,17,TP and SL inside the same candle: intrabar order unknown; human review required,level_sweep,prev_day,False,False,,,
R2-SWP-000114,SWP-000114,agent_5,incorrect,round2 source=confirmed; level_type=rolling; primary_outcome=sl; exit=stop; wick_ratio=0.38528138528139977; penetration_atr=0.35936646641182324; reclaim_atr=1.4068814855271674; level_id=rolling_high; bars_held=2.0; net_result_r=-1.0; confirmation delay 2 bar(s) ok; review=marginal pattern: tiny wick/penetration candidate for spread noise,2,2026-09-02T13:31:07+00:00,no,no,no,yes,48,marginal pattern: tiny wick/penetration candidate for spread noise,confirmed,rolling,True,True,2.0,close_break,0.8518345618345681
R2-SWP-000199,SWP-000199,agent_5,correct,round2 source=confirmed; level_type=rolling; primary_outcome=time; exit=time; wick_ratio=0.7027027027026694; penetration_atr=0.1666666666667118; reclaim_atr=0.8684210526315727; level_id=rolling_low; bars_held=16.0; net_result_r=0.043053960964435777; confirmation delay 1 bar(s) ok; review=textbook sweep: clean directional wick with clear penetration,2,2026-09-02T13:31:07+00:00,yes,yes,yes,yes,48,textbook sweep: clean directional wick with clear penetration,confirmed,rolling,True,True,1.0,close_break,0.9830508474576434
R2-SWP-000224,SWP-000224,agent_5,incorrect,round2 source=confirmed; level_type=rolling; primary_outcome=time; exit=time; wick_ratio=0.3860103626942901; penetration_atr=0.2919967663702428; reclaim_atr=0.49118835893291934; level_id=rolling_low; bars_held=16.0; net_result_r=-0.1134686699544982; confirmation delay 1 bar(s) ok; review=marginal pattern: tiny wick/penetration candidate for spread noise,2,2026-09-02T13:31:07+00:00,no,no,no,yes,43,marginal pattern: tiny wick/penetration candidate for spread noise,confirmed,rolling,True,True,1.0,close_break,0.7708646096223184
R2-SWP-000226,SWP-000226,agent_5,correct,round2 source=confirmed; level_type=rolling; primary_outcome=sl; exit=stop; wick_ratio=0.5462962962962573; penetration_atr=0.30107526881713714; reclaim_atr=0.22137887413030122; level_id=rolling_high; bars_held=2.0; net_result_r=-1.0; confirmation delay 1 bar(s) ok; review=textbook sweep: clean directional wick with clear penetration,2,2026-09-02T13:31:07+00:00,yes,yes,yes,yes,51,textbook sweep: clean directional wick with clear penetration,confirmed,rolling,True,True,1.0,close_break,0.7455656013795375
R2-SWP-000291,SWP-000291,agent_5,correct,round2 source=confirmed; level_type=rolling; primary_outcome=time; exit=time; wick_ratio=0.6547085201793832; penetration_atr=0.19016152716587312; reclaim_atr=0.5602055800294339; level_id=rolling_low; bars_held=16.0; net_result_r=1.5019139077295514; confirmation delay 2 bar(s) ok; review=textbook sweep: clean directional wick with clear penetration,2,2026-09-02T13:31:07+00:00,yes,yes,yes,yes,48,textbook sweep: clean directional wick with clear penetration,confirmed,rolling,True,True,2.0,close_break,0.6613899133894039
R2-SWP-000351,SWP-000351,agent_5,correct,round2 source=confirmed; level_type=rolling; primary_outcome=sl; exit=stop; wick_ratio=0.5354523227384104; penetration_atr=0.36819306930694257; reclaim_atr=0.3378712871287029; level_id=rolling_high; bars_held=4.0; net_result_r=-1.0; confirmation delay 1 bar(s) ok; review=textbook sweep: clean directional wick with clear penetration,2,2026-09-02T13:31:07+00:00,yes,yes,yes,yes,56,textbook sweep: clean directional wick with clear penetration,confirmed,rolling,True,True,1.0,close_break,0.5874038528774135
R2-SWP-000474,SWP-000474,agent_5,incorrect,round2 source=confirmed; level_type=rolling; primary_outcome=sl; exit=stop; wick_ratio=0.7754010695186919; penetration_atr=0.07973962571197499; reclaim_atr=0.5923515052888337; level_id=rolling_low; bars_held=4.0; net_result_r=-1.0; confirmation delay 2 bar(s) ok; review=marginal pattern: tiny wick/penetration candidate for spread noise,2,2026-09-02T13:31:07+00:00,no,no,no,yes,45,marginal pattern: tiny wick/penetration candidate for spread noise,confirmed,rolling,True,True,2.0,close_break,0.626372799759316
R2-SWP-000493,SWP-000493,agent_5,ambiguous,round2 source=confirmed; level_type=rolling; primary_outcome=sl; exit=stop; wick_ratio=0.4852941176470736; penetration_atr=0.45833333333329046; reclaim_atr=0.09166666666677177; level_id=rolling_low; bars_held=8.0; net_result_r=-1.0; confirmation delay AT max_wait=3 bars (borderline); review=between clean and marginal thresholds; human review required,2,2026-09-02T13:31:07+00:00,maybe,maybe,maybe,review,61,between clean and marginal thresholds; human review required,confirmed,rolling,True,True,3.0,close_break,0.5959779638038223
R2-SWP-000512,SWP-000512,agent_5,ambiguous,round2 source=confirmed; level_type=rolling; primary_outcome=tp; exit=target; wick_ratio=0.4745762711862774; penetration_atr=0.16777629826902662; reclaim_atr=0.10252996005316453; level_id=rolling_high; bars_held=4.0; net_result_r=2.0; confirmation delay 2 bar(s) ok; review=between clean and marginal thresholds; human review required,2,2026-09-02T13:31:07+00:00,maybe,maybe,maybe,yes,37,between clean and marginal thresholds; human review required,confirmed,rolling,True,True,2.0,close_break,0.7647214189319332
R2-SWP-000589,SWP-000589,agent_5,ambiguous,round2 source=confirmed; level_type=rolling; primary_outcome=time; exit=time; wick_ratio=0.5048543689320345; penetration_atr=0.12944038929443993; reclaim_atr=1.1922141119221306; level_id=rolling_high; bars_held=16.0; net_result_r=0.3858559854622984; confirmation delay 1 bar(s) ok; review=between clean and marginal thresholds; human review required,2,2026-09-02T13:31:07+00:00,maybe,maybe,maybe,yes,36,between clean and marginal thresholds; human review required,confirmed,rolling,True,True,1.0,close_break,0.9097845018683635
