review_id,event_id,reviewer,verdict,notes,review_version,reviewed_at,detector_correct,liquidity_level_clear,sweep_clear,confirmation_clear,reviewer_score,reviewer_comment
R1-SWP-001861,SWP-001861,agent_5,ambiguous,primary_outcome=ambiguous; exit=ambiguous; wick_ratio=0.680981595092057; penetration_atr=0.08857461853371895; reclaim_atr=0.4897655377745001; level_id=rolling_low; bars_held=4; net_result_r=nan; review=TP and SL inside the same candle: intrabar order unknown; human review required,1,2026-09-02T11:18:24+00:00,maybe,yes,maybe,n/a,41,TP and SL inside the same candle: intrabar order unknown; human review required
R1-SWP-001867,SWP-001867,agent_5,correct,primary_outcome=tp; exit=target; wick_ratio=0.577338129496415; penetration_atr=0.44597249508840936; reclaim_atr=0.27308447937129393; level_id=rolling_low; bars_held=2; net_result_r=2.0; review=textbook sweep: clean directional wick with clear penetration,1,2026-09-02T11:18:24+00:00,yes,yes,yes,n/a,65,textbook sweep: clean directional wick with clear penetration
R1-SWP-001898,SWP-001898,agent_5,ambiguous,primary_outcome=sl; exit=stop; wick_ratio=0.4681372549019335; penetration_atr=0.28974600188144556; reclaim_atr=0.21335841956724955; level_id=rolling_low; bars_held=5; net_result_r=-1.0; review=between clean and marginal thresholds; human review required,1,2026-09-02T11:18:24+00:00,maybe,yes,maybe,n/a,47,between clean and marginal thresholds; human review required
R1-SWP-001932,SWP-001932,agent_5,ambiguous,primary_outcome=ambiguous; exit=ambiguous; wick_ratio=0.4313725490195729; penetration_atr=0.09688581314887454; reclaim_atr=0.23103540058554312; level_id=rolling_high; bars_held=1; net_result_r=nan; review=TP and SL inside the same candle: intrabar order unknown; human review required,1,2026-09-02T11:18:24+00:00,maybe,yes,maybe,n/a,29,TP and SL inside the same candle: intrabar order unknown; human review required
R1-SWP-001943,SWP-001943,agent_5,correct,primary_outcome=time; exit=time; wick_ratio=0.6606217616580164; penetration_atr=0.2803057881324871; reclaim_atr=0.5835456862031257; level_id=rolling_high; bars_held=16; net_result_r=1.1156853117800842; review=textbook sweep: clean directional wick with clear penetration,1,2026-09-02T11:18:24+00:00,yes,yes,yes,n/a,55,textbook sweep: clean directional wick with clear penetration
R1-SWP-001947,SWP-001947,agent_5,ambiguous,primary_outcome=sl; exit=stop; wick_ratio=0.4320987654321219; penetration_atr=0.32930107526895325; reclaim_atr=0.16465053763436965; level_id=rolling_high; bars_held=1; net_result_r=-1.0; review=between clean and marginal thresholds; human review required,1,2026-09-02T11:18:24+00:00,maybe,yes,maybe,n/a,48,between clean and marginal thresholds; human review required
R1-SWP-001962,SWP-001962,agent_5,ambiguous,primary_outcome=sl; exit=stop; wick_ratio=0.5920398009951217; penetration_atr=0.10771411216848636; reclaim_atr=0.2296011338327448; level_id=rolling_high; bars_held=1; net_result_r=-1.0; review=between clean and marginal thresholds; human review required,1,2026-09-02T11:18:24+00:00,maybe,yes,maybe,n/a,38,between clean and marginal thresholds; human review required
R1-SWP-001969,SWP-001969,agent_5,ambiguous,primary_outcome=ambiguous; exit=ambiguous; wick_ratio=0.6422764227643118; penetration_atr=0.1780918727915101; reclaim_atr=0.6035335689047286; level_id=rolling_high; bars_held=3; net_result_r=nan; review=TP and SL inside the same candle: intrabar order unknown; human review required,1,2026-09-02T11:18:24+00:00,maybe,yes,maybe,n/a,46,TP and SL inside the same candle: intrabar order unknown; human review required
R1-SWP-001993,SWP-001993,agent_5,ambiguous,primary_outcome=ambiguous; exit=ambiguous; wick_ratio=0.47841726618706804; penetration_atr=0.17953321364452943; reclaim_atr=0.2980251346498927; level_id=rolling_low; bars_held=1; net_result_r=nan; review=TP and SL inside the same candle: intrabar order unknown; human review required,1,2026-09-02T11:18:24+00:00,maybe,yes,maybe,n/a,38,TP and SL inside the same candle: intrabar order unknown; human review required
R1-SWP-002011,SWP-002011,agent_5,ambiguous,primary_outcome=tp; exit=target; wick_ratio=0.407079646017692; penetration_atr=0.16521292970754956; reclaim_atr=0.16521292970754956; level_id=rolling_low; bars_held=2; net_result_r=2.0; review=between clean and marginal thresholds; human review required,1,2026-09-02T11:18:24+00:00,maybe,yes,maybe,n/a,34,between clean and marginal thresholds; human review required
R1-SWP-002027,SWP-002027,agent_5,incorrect,primary_outcome=tp; exit=target; wick_ratio=0.38738738738738493; penetration_atr=0.4174950298209701; reclaim_atr=0.36182902584487686; level_id=rolling_high; bars_held=2; net_result_r=2.0; review=marginal pattern: tiny wick/penetration candidate for spread noise,1,2026-09-02T11:18:24+00:00,no,yes,no,n/a,53,marginal pattern: tiny wick/penetration candidate for spread noise
R1-SWP-002082,SWP-002082,agent_5,correct,primary_outcome=time; exit=time; wick_ratio=0.5034674063800403; penetration_atr=0.19046673286989407; reclaim_atr=0.7368421052631778; level_id=rolling_high; bars_held=16; net_result_r=0.40789855773887224; review=textbook sweep: clean directional wick with clear penetration,1,2026-09-02T11:18:24+00:00,yes,yes,yes,n/a,40,textbook sweep: clean directional wick with clear penetration
R1-SWP-002103,SWP-002103,agent_5,correct,primary_outcome=tp; exit=target; wick_ratio=0.5578947368420498; penetration_atr=0.3839122486288893; reclaim_atr=0.1586837294332463; level_id=rolling_low; bars_held=2; net_result_r=2.0; review=textbook sweep: clean directional wick with clear penetration,1,2026-09-02T11:18:24+00:00,yes,yes,yes,n/a,59,textbook sweep: clean directional wick with clear penetration
R1-SWP-002126,SWP-002126,agent_5,ambiguous,primary_outcome=ambiguous; exit=ambiguous; wick_ratio=0.43283582089559075; penetration_atr=0.25860195581321643; reclaim_atr=0.3295907279971417; level_id=rolling_high; bars_held=1; net_result_r=nan; review=TP and SL inside the same candle: intrabar order unknown; human review required,1,2026-09-02T11:18:24+00:00,maybe,yes,maybe,n/a,42,TP and SL inside the same candle: intrabar order unknown; human review required
R1-SWP-002140,SWP-002140,agent_5,ambiguous,primary_outcome=ambiguous; exit=ambiguous; wick_ratio=0.3920972644376832; penetration_atr=0.1075220239440273; reclaim_atr=0.30042918454930195; level_id=rolling_high; bars_held=1; net_result_r=nan; review=TP and SL inside the same candle: intrabar order unknown; human review required,1,2026-09-02T11:18:24+00:00,maybe,yes,maybe,n/a,28,TP and SL inside the same candle: intrabar order unknown; human review required
R1-SWP-002147,SWP-002147,agent_5,ambiguous,primary_outcome=tp; exit=target; wick_ratio=0.69552238805974; penetration_atr=0.10652920962212765; reclaim_atr=0.7044673539517765; level_id=rolling_low; bars_held=3; net_result_r=2.0; review=between clean and marginal thresholds; human review required,1,2026-09-02T11:18:24+00:00,maybe,yes,maybe,n/a,43,between clean and marginal thresholds; human review required
R1-SWP-002148,SWP-002148,agent_5,ambiguous,primary_outcome=ambiguous; exit=ambiguous; wick_ratio=0.4846625766870618; penetration_atr=0.27847571189273745; reclaim_atr=0.0029313232831459923; level_id=rolling_high; bars_held=2; net_result_r=nan; review=TP and SL inside the same candle: intrabar order unknown; human review required,1,2026-09-02T11:18:24+00:00,maybe,yes,maybe,n/a,47,TP and SL inside the same candle: intrabar order unknown; human review required
R1-SWP-002178,SWP-002178,agent_5,incorrect,primary_outcome=tp; exit=target; wick_ratio=0.3701923076923119; penetration_atr=0.35038932146833757; reclaim_atr=1.0862068965517226; level_id=rolling_low; bars_held=6; net_result_r=2.0; review=marginal pattern: tiny wick/penetration candidate for spread noise,1,2026-09-02T11:18:24+00:00,no,yes,no,n/a,47,marginal pattern: tiny wick/penetration candidate for spread noise
R1-SWP-002185,SWP-002185,agent_5,ambiguous,primary_outcome=sl; exit=stop; wick_ratio=0.7835616438356048; penetration_atr=0.1357436318816053; reclaim_atr=0.5222678718159374; level_id=rolling_high; bars_held=8; net_result_r=-1.0; review=between clean and marginal thresholds; human review required,1,2026-09-02T11:18:24+00:00,maybe,yes,maybe,n/a,50,between clean and marginal thresholds; human review required
R1-SWP-002191,SWP-002191,agent_5,correct,primary_outcome=sl; exit=stop; wick_ratio=0.5734265734265945; penetration_atr=0.15616797900255294; reclaim_atr=0.38582677165361184; level_id=rolling_low; bars_held=2; net_result_r=-1.0; review=textbook sweep: clean directional wick with clear penetration,1,2026-09-02T11:18:24+00:00,yes,yes,yes,n/a,41,textbook sweep: clean directional wick with clear penetration
R1-SWP-002193,SWP-002193,agent_5,correct,primary_outcome=tp; exit=target; wick_ratio=0.6952191235059352; penetration_atr=0.3779793292553537; reclaim_atr=1.054207973001518; level_id=rolling_high; bars_held=3; net_result_r=2.0; review=textbook sweep: clean directional wick with clear penetration,1,2026-09-02T11:18:24+00:00,yes,yes,yes,n/a,65,textbook sweep: clean directional wick with clear penetration
R1-SWP-002201,SWP-002201,agent_5,incorrect,primary_outcome=tp; exit=target; wick_ratio=0.3842794759825865; penetration_atr=0.17497569781976552; reclaim_atr=0.1341480349951506; level_id=rolling_low; bars_held=2; net_result_r=2.0; review=marginal pattern: tiny wick/penetration candidate for spread noise,1,2026-09-02T11:18:24+00:00,no,yes,no,n/a,33,marginal pattern: tiny wick/penetration candidate for spread noise
R1-SWP-002222,SWP-002222,agent_5,correct,primary_outcome=sl; exit=stop; wick_ratio=0.572755417956625; penetration_atr=0.20264591439685006; reclaim_atr=0.6035797665369568; level_id=rolling_low; bars_held=2; net_result_r=-1.0; review=textbook sweep: clean directional wick with clear penetration,1,2026-09-02T11:18:24+00:00,yes,yes,yes,n/a,45,textbook sweep: clean directional wick with clear penetration
R1-SWP-002223,SWP-002223,agent_5,correct,primary_outcome=time; exit=time; wick_ratio=0.7593360995850301; penetration_atr=0.2527528809218677; reclaim_atr=0.7313700384122754; level_id=rolling_low; bars_held=16; net_result_r=0.61151335311568; review=textbook sweep: clean directional wick with clear penetration,1,2026-09-02T11:18:24+00:00,yes,yes,yes,n/a,58,textbook sweep: clean directional wick with clear penetration
R1-SWP-002242,SWP-002242,agent_5,ambiguous,primary_outcome=sl; exit=stop; wick_ratio=0.42231075697223425; penetration_atr=0.21933333333334276; reclaim_atr=0.2403333333333764; level_id=rolling_high; bars_held=1; net_result_r=-1.0; review=between clean and marginal thresholds; human review required,1,2026-09-02T11:18:24+00:00,maybe,yes,maybe,n/a,39,between clean and marginal thresholds; human review required
R1-SWP-002257,SWP-002257,agent_5,correct,primary_outcome=time; exit=time; wick_ratio=0.5848563968669136; penetration_atr=0.42807763892586553; reclaim_atr=0.9119914916246995; level_id=rolling_low; bars_held=16; net_result_r=0.7120216328502978; review=textbook sweep: clean directional wick with clear penetration,1,2026-09-02T11:18:24+00:00,yes,yes,yes,n/a,63,textbook sweep: clean directional wick with clear penetration
R1-SWP-002268,SWP-002268,agent_5,ambiguous,primary_outcome=sl; exit=stop; wick_ratio=0.41102756892229636; penetration_atr=0.34085324994421506; reclaim_atr=0.8443153897699045; level_id=rolling_low; bars_held=10; net_result_r=-1.0; review=between clean and marginal thresholds; human review required,1,2026-09-02T11:18:24+00:00,maybe,yes,maybe,n/a,48,between clean and marginal thresholds; human review required
R1-SWP-002273,SWP-002273,agent_5,incorrect,primary_outcome=sl; exit=stop; wick_ratio=0.37349397590358147; penetration_atr=0.0706796116504224; reclaim_atr=0.42135922330102776; level_id=rolling_high; bars_held=1; net_result_r=-1.0; review=marginal pattern: tiny wick/penetration candidate for spread noise,1,2026-09-02T11:18:24+00:00,no,yes,no,n/a,24,marginal pattern: tiny wick/penetration candidate for spread noise
R1-SWP-002291,SWP-002291,agent_5,incorrect,primary_outcome=tp; exit=target; wick_ratio=0.37853107344637266; penetration_atr=0.07936507936500366; reclaim_atr=0.45238095238106224; level_id=rolling_low; bars_held=1; net_result_r=2.0; review=marginal pattern: tiny wick/penetration candidate for spread noise,1,2026-09-02T11:18:24+00:00,no,yes,no,n/a,25,marginal pattern: tiny wick/penetration candidate for spread noise
R1-SWP-002408,SWP-002408,agent_5,ambiguous,primary_outcome=ambiguous; exit=ambiguous; wick_ratio=0.5993690851733731; penetration_atr=0.17354632587855845; reclaim_atr=0.3614057507987188; level_id=rolling_low; bars_held=8; net_result_r=nan; review=TP and SL inside the same candle: intrabar order unknown; human review required,1,2026-09-02T11:18:24+00:00,maybe,yes,maybe,n/a,44,TP and SL inside the same candle: intrabar order unknown; human review required
R1-SWP-002434,SWP-002434,agent_5,correct,primary_outcome=tp; exit=target; wick_ratio=0.7100591715975025; penetration_atr=0.48973042361989616; reclaim_atr=0.049422336328684605; level_id=rolling_high; bars_held=2; net_result_r=2.0; review=textbook sweep: clean directional wick with clear penetration,1,2026-09-02T11:18:24+00:00,yes,yes,yes,n/a,75,textbook sweep: clean directional wick with clear penetration
R1-SWP-002450,SWP-002450,agent_5,ambiguous,primary_outcome=ambiguous; exit=ambiguous; wick_ratio=0.3713235294118102; penetration_atr=0.30009743423203; reclaim_atr=0.1955180253328232; level_id=rolling_high; bars_held=1; net_result_r=nan; review=TP and SL inside the same candle: intrabar order unknown; human review required,1,2026-09-02T11:18:24+00:00,maybe,yes,maybe,n/a,43,TP and SL inside the same candle: intrabar order unknown; human review required
R1-SWP-002460,SWP-002460,agent_5,ambiguous,primary_outcome=time; exit=time; wick_ratio=0.4611801242235675; penetration_atr=0.1910393450079289; reclaim_atr=0.31362292472143805; level_id=rolling_high; bars_held=16; net_result_r=0.14773947495086287; review=between clean and marginal thresholds; human review required,1,2026-09-02T11:18:24+00:00,maybe,yes,maybe,n/a,38,between clean and marginal thresholds; human review required
R1-SWP-002480,SWP-002480,agent_5,correct,primary_outcome=tp; exit=target; wick_ratio=0.6331658291456793; penetration_atr=0.3838120104437131; reclaim_atr=0.32441253263708403; level_id=rolling_low; bars_held=2; net_result_r=2.0; review=textbook sweep: clean directional wick with clear penetration,1,2026-09-02T11:18:24+00:00,yes,yes,yes,n/a,62,textbook sweep: clean directional wick with clear penetration
R1-SWP-002485,SWP-002485,agent_5,ambiguous,primary_outcome=ambiguous; exit=ambiguous; wick_ratio=0.515873015872824; penetration_atr=0.17607487569458963; reclaim_atr=0.09008482012276565; level_id=rolling_high; bars_held=1; net_result_r=nan; review=TP and SL inside the same candle: intrabar order unknown; human review required,1,2026-09-02T11:18:24+00:00,maybe,yes,maybe,n/a,40,TP and SL inside the same candle: intrabar order unknown; human review required
R1-SWP-002489,SWP-002489,agent_5,correct,primary_outcome=sl; exit=stop; wick_ratio=0.5363984674329588; penetration_atr=0.4025075659316705; reclaim_atr=0.021184608733296518; level_id=rolling_high; bars_held=3; net_result_r=-1.0; review=textbook sweep: clean directional wick with clear penetration,1,2026-09-02T11:18:24+00:00,yes,yes,yes,n/a,59,textbook sweep: clean directional wick with clear penetration
R1-SWP-002493,SWP-002493,agent_5,correct,primary_outcome=tp; exit=target; wick_ratio=0.5514705882352425; penetration_atr=0.40889603429801136; reclaim_atr=0.15380493033220438; level_id=rolling_high; bars_held=6; net_result_r=2.0; review=textbook sweep: clean directional wick with clear penetration,1,2026-09-02T11:18:24+00:00,yes,yes,yes,n/a,60,textbook sweep: clean directional wick with clear penetration
R1-SWP-002509,SWP-002509,agent_5,incorrect,primary_outcome=sl; exit=stop; wick_ratio=0.3892773892774095; penetration_atr=0.49289306800790617; reclaim_atr=0.16531817187840395; level_id=rolling_high; bars_held=6; net_result_r=-1.0; review=marginal pattern: tiny wick/penetration candidate for spread noise,1,2026-09-02T11:18:24+00:00,no,yes,no,n/a,59,marginal pattern: tiny wick/penetration candidate for spread noise
R1-SWP-002549,SWP-002549,agent_5,ambiguous,primary_outcome=time; exit=time; wick_ratio=0.40783744557329427; penetration_atr=0.3946386624291819; reclaim_atr=0.6964211689926687; level_id=rolling_high; bars_held=16; net_result_r=1.1194040582711358; review=between clean and marginal thresholds; human review required,1,2026-09-02T11:18:24+00:00,maybe,yes,maybe,n/a,52,between clean and marginal thresholds; human review required
R1-SWP-002579,SWP-002579,agent_5,correct,primary_outcome=tp; exit=target; wick_ratio=0.626923076923086; penetration_atr=0.3335235378031555; reclaim_atr=0.599144079885882; level_id=rolling_high; bars_held=9; net_result_r=2.0; review=textbook sweep: clean directional wick with clear penetration,1,2026-09-02T11:18:24+00:00,yes,yes,yes,n/a,58,textbook sweep: clean directional wick with clear penetration
R1-SWP-002582,SWP-002582,agent_5,ambiguous,primary_outcome=tp; exit=target; wick_ratio=0.4487951807228652; penetration_atr=0.21969478836733897; reclaim_atr=0.0806219406853032; level_id=rolling_high; bars_held=2; net_result_r=2.0; review=between clean and marginal thresholds; human review required,1,2026-09-02T11:18:24+00:00,maybe,yes,maybe,n/a,40,between clean and marginal thresholds; human review required
R1-SWP-002624,SWP-002624,agent_5,correct,primary_outcome=tp; exit=target; wick_ratio=0.6984126984126278; penetration_atr=0.25180493983535085; reclaim_atr=0.25712476250788324; level_id=rolling_high; bars_held=3; net_result_r=2.0; review=textbook sweep: clean directional wick with clear penetration,1,2026-09-02T11:18:24+00:00,yes,yes,yes,n/a,55,textbook sweep: clean directional wick with clear penetration
R1-SWP-002701,SWP-002701,agent_5,ambiguous,primary_outcome=tp; exit=target; wick_ratio=0.4706703910614468; penetration_atr=0.29049752416871505; reclaim_atr=1.980664937514744; level_id=rolling_high; bars_held=7; net_result_r=2.0; review=between clean and marginal thresholds; human review required,1,2026-09-02T11:18:24+00:00,maybe,yes,maybe,n/a,47,between clean and marginal thresholds; human review required
R1-SWP-002708,SWP-002708,agent_5,ambiguous,primary_outcome=tp; exit=target; wick_ratio=0.601562500000034; penetration_atr=0.13562970936489768; reclaim_atr=0.6379619662720742; level_id=rolling_low; bars_held=5; net_result_r=2.0; review=between clean and marginal thresholds; human review required,1,2026-09-02T11:18:24+00:00,maybe,yes,maybe,n/a,41,between clean and marginal thresholds; human review required
R1-SWP-002710,SWP-002710,agent_5,correct,primary_outcome=sl; exit=stop; wick_ratio=0.6452464788732516; penetration_atr=0.4487796493640478; reclaim_atr=0.43313853557922877; level_id=rolling_low; bars_held=3; net_result_r=-1.0; review=textbook sweep: clean directional wick with clear penetration,1,2026-09-02T11:18:24+00:00,yes,yes,yes,n/a,68,textbook sweep: clean directional wick with clear penetration
R1-SWP-002720,SWP-002720,agent_5,ambiguous,primary_outcome=sl; exit=stop; wick_ratio=0.40085592011416726; penetration_atr=0.26700869953157114; reclaim_atr=0.17175998215486502; level_id=rolling_low; bars_held=1; net_result_r=-1.0; review=between clean and marginal thresholds; human review required,1,2026-09-02T11:18:24+00:00,maybe,yes,maybe,n/a,41,between clean and marginal thresholds; human review required
R1-SWP-002740,SWP-002740,agent_5,correct,primary_outcome=tp; exit=target; wick_ratio=0.5260323159784541; penetration_atr=0.3976512358323001; reclaim_atr=0.5238290318175257; level_id=rolling_low; bars_held=4; net_result_r=2.0; review=textbook sweep: clean directional wick with clear penetration,1,2026-09-02T11:18:24+00:00,yes,yes,yes,n/a,58,textbook sweep: clean directional wick with clear penetration
R1-SWP-002742,SWP-002742,agent_5,ambiguous,primary_outcome=tp; exit=target; wick_ratio=0.4334975369458139; penetration_atr=0.3871763255239789; reclaim_atr=0.2638717632552851; level_id=rolling_low; bars_held=6; net_result_r=2.0; review=between clean and marginal thresholds; human review required,1,2026-09-02T11:18:24+00:00,maybe,yes,maybe,n/a,53,between clean and marginal thresholds; human review required
R1-SWP-002779,SWP-002779,agent_5,ambiguous,primary_outcome=ambiguous; exit=ambiguous; wick_ratio=0.352941176470531; penetration_atr=0.2973339358336002; reclaim_atr=0.12019882512430705; level_id=rolling_low; bars_held=1; net_result_r=nan; review=TP and SL inside the same candle: intrabar order unknown; human review required,1,2026-09-02T11:18:24+00:00,maybe,yes,maybe,n/a,41,TP and SL inside the same candle: intrabar order unknown; human review required
R1-SWP-002788,SWP-002788,agent_5,ambiguous,primary_outcome=sl; exit=stop; wick_ratio=0.41935483870965967; penetration_atr=0.10718774997144266; reclaim_atr=0.22557422008910766; level_id=rolling_low; bars_held=1; net_result_r=-1.0; review=between clean and marginal thresholds; human review required,1,2026-09-02T11:18:24+00:00,maybe,yes,maybe,n/a,30,between clean and marginal thresholds; human review required
R1-SWP-002794,SWP-002794,agent_5,incorrect,primary_outcome=tp; exit=target; wick_ratio=0.4918699186991006; penetration_atr=0.08395802098943012; reclaim_atr=0.2335082458770315; level_id=rolling_low; bars_held=2; net_result_r=2.0; review=marginal pattern: tiny wick/penetration candidate for spread noise,1,2026-09-02T11:18:24+00:00,no,yes,no,n/a,31,marginal pattern: tiny wick/penetration candidate for spread noise
R1-SWP-002817,SWP-002817,agent_5,ambiguous,primary_outcome=sl; exit=stop; wick_ratio=0.6022727272726216; penetration_atr=0.11149825783972551; reclaim_atr=0.13472706155631298; level_id=rolling_high; bars_held=1; net_result_r=-1.0; review=between clean and marginal thresholds; human review required,1,2026-09-02T11:18:24+00:00,maybe,yes,maybe,n/a,39,between clean and marginal thresholds; human review required
R1-SWP-002843,SWP-002843,agent_5,correct,primary_outcome=sl; exit=stop; wick_ratio=0.7885264341957102; penetration_atr=0.4734520503185015; reclaim_atr=1.1298807384414262; level_id=rolling_low; bars_held=2; net_result_r=-1.0; review=textbook sweep: clean directional wick with clear penetration,1,2026-09-02T11:18:24+00:00,yes,yes,yes,n/a,77,textbook sweep: clean directional wick with clear penetration
R1-SWP-002846,SWP-002846,agent_5,correct,primary_outcome=tp; exit=target; wick_ratio=0.5714285714285987; penetration_atr=0.18263350998786032; reclaim_atr=0.5935589074602217; level_id=rolling_high; bars_held=5; net_result_r=2.0; review=textbook sweep: clean directional wick with clear penetration,1,2026-09-02T11:18:24+00:00,yes,yes,yes,n/a,43,textbook sweep: clean directional wick with clear penetration
R1-SWP-002906,SWP-002906,agent_5,ambiguous,primary_outcome=ambiguous; exit=ambiguous; wick_ratio=0.6242603550296033; penetration_atr=0.17499999999993693; reclaim_atr=1.139634146341488; level_id=rolling_low; bars_held=1; net_result_r=nan; review=TP and SL inside the same candle: intrabar order unknown; human review required,1,2026-09-02T11:18:24+00:00,maybe,yes,maybe,n/a,45,TP and SL inside the same candle: intrabar order unknown; human review required
R1-SWP-002917,SWP-002917,agent_5,ambiguous,primary_outcome=ambiguous; exit=ambiguous; wick_ratio=0.44755244755258544; penetration_atr=0.14794789874672074; reclaim_atr=0.07225362496929234; level_id=rolling_low; bars_held=1; net_result_r=nan; review=TP and SL inside the same candle: intrabar order unknown; human review required,1,2026-09-02T11:18:24+00:00,maybe,yes,maybe,n/a,34,TP and SL inside the same candle: intrabar order unknown; human review required
R1-SWP-002943,SWP-002943,agent_5,correct,primary_outcome=tp; exit=target; wick_ratio=0.7575757575758086; penetration_atr=0.24212700051628994; reclaim_atr=0.8094992256065339; level_id=rolling_low; bars_held=4; net_result_r=2.0; review=textbook sweep: clean directional wick with clear penetration,1,2026-09-02T11:18:24+00:00,yes,yes,yes,n/a,57,textbook sweep: clean directional wick with clear penetration
R1-SWP-002950,SWP-002950,agent_5,correct,primary_outcome=time; exit=time; wick_ratio=0.5765054294175798; penetration_atr=0.3089046493301841; reclaim_atr=0.6115051221434314; level_id=rolling_low; bars_held=16; net_result_r=-0.7292699671980483; review=textbook sweep: clean directional wick with clear penetration,1,2026-09-02T11:18:24+00:00,yes,yes,yes,n/a,54,textbook sweep: clean directional wick with clear penetration
R1-SWP-002956,SWP-002956,agent_5,ambiguous,primary_outcome=ambiguous; exit=ambiguous; wick_ratio=0.36363636363639495; penetration_atr=0.3096623981374527; reclaim_atr=0.08149010477291635; level_id=rolling_low; bars_held=2; net_result_r=nan; review=TP and SL inside the same candle: intrabar order unknown; human review required,1,2026-09-02T11:18:24+00:00,maybe,yes,maybe,n/a,43,TP and SL inside the same candle: intrabar order unknown; human review required
R1-SWP-002975,SWP-002975,agent_5,correct,primary_outcome=sl; exit=stop; wick_ratio=0.519607843137282; penetration_atr=0.3060606060605356; reclaim_atr=1.0757575757576352; level_id=rolling_low; bars_held=1; net_result_r=-1.0; review=textbook sweep: clean directional wick with clear penetration,1,2026-09-02T11:18:24+00:00,yes,yes,yes,n/a,50,textbook sweep: clean directional wick with clear penetration
R1-SWP-003031,SWP-003031,agent_5,incorrect,primary_outcome=sl; exit=stop; wick_ratio=0.3756097560975604; penetration_atr=0.09874396135265989; reclaim_atr=0.10956521739129745; level_id=rolling_high; bars_held=2; net_result_r=-1.0; review=marginal pattern: tiny wick/penetration candidate for spread noise,1,2026-09-02T11:18:24+00:00,no,yes,no,n/a,27,marginal pattern: tiny wick/penetration candidate for spread noise
R1-SWP-003050,SWP-003050,agent_5,correct,primary_outcome=time; exit=time; wick_ratio=0.7643478260869383; penetration_atr=0.24923830575306888; reclaim_atr=1.2211004241590913; level_id=rolling_high; bars_held=16; net_result_r=1.251639051138406; review=textbook sweep: clean directional wick with clear penetration,1,2026-09-02T11:18:24+00:00,yes,yes,yes,n/a,58,textbook sweep: clean directional wick with clear penetration
R1-SWP-003161,SWP-003161,agent_5,correct,primary_outcome=sl; exit=stop; wick_ratio=0.6781292984868916; penetration_atr=0.38114444164352423; reclaim_atr=0.5558356440634461; level_id=rolling_low; bars_held=2; net_result_r=-1.0; review=textbook sweep: clean directional wick with clear penetration,1,2026-09-02T11:18:24+00:00,yes,yes,yes,n/a,64,textbook sweep: clean directional wick with clear penetration
R1-SWP-003205,SWP-003205,agent_5,correct,primary_outcome=sl; exit=stop; wick_ratio=0.6791208791208199; penetration_atr=0.23669508967944228; reclaim_atr=0.675095560129353; level_id=rolling_high; bars_held=2; net_result_r=-1.0; review=textbook sweep: clean directional wick with clear penetration,1,2026-09-02T11:18:24+00:00,yes,yes,yes,n/a,53,textbook sweep: clean directional wick with clear penetration
R1-SWP-003233,SWP-003233,agent_5,correct,primary_outcome=time; exit=time; wick_ratio=0.5908141962421605; penetration_atr=0.3557247196790819; reclaim_atr=1.649007303775305; level_id=rolling_low; bars_held=16; net_result_r=1.753426808859441; review=textbook sweep: clean directional wick with clear penetration,1,2026-09-02T11:18:24+00:00,yes,yes,yes,n/a,58,textbook sweep: clean directional wick with clear penetration
R1-SWP-003236,SWP-003236,agent_5,incorrect,primary_outcome=tp; exit=target; wick_ratio=0.39031925849639026; penetration_atr=0.28101265822775967; reclaim_atr=0.687341772151922; level_id=rolling_low; bars_held=12; net_result_r=2.0; review=marginal pattern: tiny wick/penetration candidate for spread noise,1,2026-09-02T11:18:24+00:00,no,yes,no,n/a,42,marginal pattern: tiny wick/penetration candidate for spread noise
R1-SWP-003239,SWP-003239,agent_5,ambiguous,primary_outcome=ambiguous; exit=ambiguous; wick_ratio=0.42189281641961435; penetration_atr=0.41136931054343656; reclaim_atr=0.0860380257346333; level_id=rolling_low; bars_held=1; net_result_r=nan; review=TP and SL inside the same candle: intrabar order unknown; human review required,1,2026-09-02T11:18:24+00:00,maybe,yes,maybe,n/a,54,TP and SL inside the same candle: intrabar order unknown; human review required
R1-SWP-003249,SWP-003249,agent_5,ambiguous,primary_outcome=sl; exit=stop; wick_ratio=0.49076212471132463; penetration_atr=0.3916083916084435; reclaim_atr=0.5117609663063982; level_id=rolling_high; bars_held=2; net_result_r=-1.0; review=between clean and marginal thresholds; human review required,1,2026-09-02T11:18:24+00:00,maybe,yes,maybe,n/a,56,between clean and marginal thresholds; human review required
R1-SWP-003264,SWP-003264,agent_5,ambiguous,primary_outcome=time; exit=time; wick_ratio=0.4515410323059834; penetration_atr=0.47249999999996595; reclaim_atr=0.9187500000000222; level_id=rolling_high; bars_held=16; net_result_r=0.42344230231907687; review=between clean and marginal thresholds; human review required,1,2026-09-02T11:18:24+00:00,maybe,yes,maybe,n/a,60,between clean and marginal thresholds; human review required
R1-SWP-003272,SWP-003272,agent_5,correct,primary_outcome=sl; exit=stop; wick_ratio=0.786186186186212; penetration_atr=0.38281516080376865; reclaim_atr=0.7002384080182776; level_id=rolling_high; bars_held=5; net_result_r=-1.0; review=textbook sweep: clean directional wick with clear penetration,1,2026-09-02T11:18:24+00:00,yes,yes,yes,n/a,70,textbook sweep: clean directional wick with clear penetration
